index,ObservationDate,Country/Region,Confirmed,Deaths,Recovered
9,01/23/2020,US,1.0,0.0,0.0
10,01/24/2020,Hong Kong,2.0,0.0,0.0
11,01/24/2020,Macau,2.0,0.0,0.0
12,01/24/2020,Mainland China,916.0,26.0,36.0
13,01/24/2020,Taiwan,3.0,0.0,0.0
14,01/24/2020,US,2.0,0.0,0.0
15,01/25/2020,Hong Kong,5.0,0.0,0.0
16,01/25/2020,Macau,2.0,0.0,0.0
17,01/25/2020,Mainland China,1399.0,42.0,39.0
18,01/25/2020,Taiwan,3.0,0.0,0.0
19,01/25/2020,US,2.0,0.0,0.0
20,01/26/2020,Canada,1.0,0.0,0.0
21,01/26/2020,Hong Kong,8.0,0.0,0.0
22,01/26/2020,Macau,5.0,0.0,0.0
23,01/26/2020,Mainland China,2062.0,56.0,49.0
24,01/26/2020,Taiwan,4.0,0.0,0.0
25,01/26/2020,US,5.0,0.0,0.0
26,01/27/2020,Australia,5.0,0.0,0.0
27,01/27/2020,Canada,1.0,0.0,0.0
28,01/27/2020,Hong Kong,8.0,0.0,0.0
29,01/27/2020,Macau,6.0,0.0,0.0
30,01/27/2020,Mainland China,2863.0,82.0,58.0
31,01/27/2020,Taiwan,5.0,0.0,0.0
32,01/27/2020,US,5.0,0.0,0.0
33,01/28/2020,Australia,5.0,0.0,0.0
34,01/28/2020,Canada,2.0,0.0,0.0
35,01/28/2020,Germany,4.0,0.0,0.0
36,01/28/2020,Hong Kong,8.0,0.0,0.0
37,01/28/2020,Macau,7.0,0.0,0.0
38,01/28/2020,Mainland China,5494.0,131.0,101.0
39,01/28/2020,Taiwan,8.0,0.0,0.0
40,01/28/2020,US,5.0,0.0,0.0
41,01/29/2020,Australia,5.0,0.0,0.0
42,01/29/2020,Canada,2.0,0.0,0.0
43,01/29/2020,Germany,4.0,0.0,0.0
44,01/29/2020,Hong Kong,10.0,0.0,0.0
45,01/29/2020,Macau,7.0,0.0,0.0
46,01/29/2020,Mainland China,6070.0,133.0,120.0
47,01/29/2020,Taiwan,8.0,0.0,0.0
48,01/29/2020,US,5.0,0.0,0.0
49,01/30/2020,Australia,9.0,0.0,2.0
50,01/30/2020,Canada,3.0,0.0,0.0
51,01/30/2020,Germany,4.0,0.0,0.0
52,01/30/2020,Hong Kong,10.0,0.0,0.0
53,01/30/2020,Macau,7.0,0.0,0.0
54,01/30/2020,Mainland China,8124.0,171.0,135.0
55,01/30/2020,Taiwan,9.0,0.0,0.0
56,01/30/2020,US,5.0,0.0,0.0
57,01/31/2020,Australia,9.0,0.0,2.0
58,01/31/2020,Canada,3.0,0.0,0.0
59,01/31/2020,Germany,5.0,0.0,0.0
60,01/31/2020,Hong Kong,12.0,0.0,0.0
61,01/31/2020,Macau,7.0,0.0,0.0
62,01/31/2020,Mainland China,9783.0,213.0,214.0
63,01/31/2020,Taiwan,10.0,0.0,0.0
64,01/31/2020,US,6.0,0.0,0.0
65,02/01/2020,Australia,12.0,0.0,2.0
66,02/01/2020,Canada,4.0,0.0,0.0
67,02/01/2020,Hong Kong,13.0,0.0,0.0
68,02/01/2020,Macau,7.0,0.0,0.0
69,02/01/2020,Mainland China,11871.0,259.0,275.0
70,02/01/2020,Taiwan,10.0,0.0,0.0
71,02/01/2020,US,8.0,0.0,0.0
72,02/02/2020,Australia,12.0,0.0,2.0
73,02/02/2020,Canada,4.0,0.0,0.0
74,02/02/2020,Hong Kong,15.0,0.0,0.0
75,02/02/2020,Macau,8.0,0.0,0.0
76,02/02/2020,Mainland China,16607.0,361.0,463.0
77,02/02/2020,Taiwan,10.0,0.0,0.0
78,02/02/2020,US,8.0,0.0,0.0
79,02/03/2020,Australia,12.0,0.0,2.0
80,02/03/2020,Canada,4.0,0.0,0.0
81,02/03/2020,Hong Kong,15.0,0.0,0.0
82,02/03/2020,Macau,8.0,0.0,0.0
83,02/03/2020,Mainland China,19693.0,425.0,614.0
84,02/03/2020,Taiwan,10.0,0.0,0.0
85,02/03/2020,US,11.0,0.0,0.0
86,02/04/2020,Australia,13.0,0.0,2.0
87,02/04/2020,Canada,4.0,0.0,0.0
88,02/04/2020,Hong Kong,17.0,1.0,0.0
89,02/04/2020,Macau,10.0,0.0,0.0
90,02/04/2020,Mainland China,23680.0,490.0,843.0
91,02/04/2020,Taiwan,11.0,0.0,0.0
92,02/04/2020,US,11.0,0.0,0.0
93,02/05/2020,Australia,13.0,0.0,2.0
94,02/05/2020,Canada,5.0,0.0,0.0
95,02/05/2020,Hong Kong,21.0,1.0,0.0
96,02/05/2020,Macau,10.0,0.0,0.0
97,02/05/2020,Mainland China,27409.0,562.0,1115.0
98,02/05/2020,Taiwan,11.0,0.0,0.0
99,02/05/2020,US,12.0,0.0,0.0
100,02/06/2020,Australia,14.0,0.0,2.0
101,02/06/2020,Canada,5.0,0.0,0.0
102,02/06/2020,Hong Kong,24.0,1.0,0.0
103,02/06/2020,Macau,10.0,0.0,1.0
104,02/06/2020,Mainland China,30553.0,632.0,1476.0
105,02/06/2020,Taiwan,16.0,0.0,1.0
106,02/06/2020,US,12.0,0.0,0.0
107,02/07/2020,Australia,15.0,0.0,2.0
108,02/07/2020,Canada,7.0,0.0,0.0
109,02/07/2020,Hong Kong,25.0,1.0,0.0
110,02/07/2020,Macau,10.0,0.0,1.0
111,02/07/2020,Mainland China,34075.0,717.0,1998.0
112,02/07/2020,Others,61.0,0.0,0.0
113,02/07/2020,Taiwan,16.0,0.0,1.0
114,02/07/2020,US,12.0,0.0,0.0
115,02/08/2020,Australia,15.0,0.0,2.0
116,02/08/2020,Canada,7.0,0.0,0.0
117,02/08/2020,Hong Kong,26.0,1.0,0.0
118,02/08/2020,Macau,10.0,0.0,1.0
119,02/08/2020,Mainland China,36778.0,804.0,2595.0
120,02/08/2020,Others,61.0,0.0,0.0
121,02/08/2020,Taiwan,17.0,0.0,1.0
122,02/08/2020,US,12.0,0.0,0.0
123,02/09/2020,Australia,15.0,0.0,2.0
124,02/09/2020,Canada,7.0,0.0,0.0
125,02/09/2020,Hong Kong,29.0,1.0,0.0
126,02/09/2020,Macau,10.0,0.0,1.0
127,02/09/2020,Mainland China,39790.0,904.0,3218.0
128,02/09/2020,Others,64.0,0.0,0.0
129,02/09/2020,Taiwan,18.0,0.0,1.0
130,02/09/2020,US,12.0,0.0,3.0
131,02/10/2020,Australia,15.0,0.0,2.0
132,02/10/2020,Canada,7.0,0.0,0.0
133,02/10/2020,Hong Kong,38.0,1.0,0.0
134,02/10/2020,Macau,10.0,0.0,1.0
135,02/10/2020,Mainland China,42306.0,1011.0,3917.0
136,02/10/2020,Others,135.0,0.0,0.0
137,02/10/2020,Taiwan,18.0,0.0,1.0
138,02/10/2020,US,12.0,0.0,3.0
139,02/11/2020,Australia,15.0,0.0,2.0
140,02/11/2020,Canada,7.0,0.0,0.0
141,02/11/2020,Hong Kong,49.0,1.0,0.0
142,02/11/2020,Macau,10.0,0.0,1.0
143,02/11/2020,Mainland China,44327.0,1111.0,4635.0
144,02/11/2020,Others,135.0,0.0,0.0
145,02/11/2020,Taiwan,18.0,0.0,1.0
146,02/11/2020,US,13.0,0.0,3.0
147,02/12/2020,Australia,15.0,0.0,2.0
148,02/12/2020,Canada,7.0,0.0,1.0
149,02/12/2020,Hong Kong,50.0,1.0,1.0
150,02/12/2020,Macau,10.0,0.0,2.0
151,02/12/2020,Mainland China,44699.0,1116.0,5079.0
152,02/12/2020,Others,175.0,0.0,0.0
153,02/12/2020,Taiwan,18.0,0.0,1.0
154,02/12/2020,US,13.0,0.0,3.0
155,02/13/2020,Australia,15.0,0.0,8.0
156,02/13/2020,Canada,7.0,0.0,1.0
157,02/13/2020,Hong Kong,53.0,1.0,1.0
158,02/13/2020,Macau,10.0,0.0,3.0
159,02/13/2020,Mainland China,59832.0,1368.0,6213.0
160,02/13/2020,Others,175.0,0.0,0.0
161,02/13/2020,Taiwan,18.0,0.0,1.0
162,02/13/2020,US,15.0,0.0,3.0
163,02/14/2020,Australia,15.0,0.0,8.0
164,02/14/2020,Canada,7.0,0.0,1.0
165,02/14/2020,Hong Kong,56.0,1.0,1.0
166,02/14/2020,Macau,10.0,0.0,3.0
167,02/14/2020,Mainland China,66292.0,1520.0,7973.0
168,02/14/2020,Others,218.0,0.0,0.0
169,02/14/2020,Taiwan,18.0,0.0,2.0
170,02/14/2020,US,15.0,0.0,3.0
171,02/15/2020,Australia,15.0,0.0,8.0
172,02/15/2020,Canada,7.0,0.0,1.0
173,02/15/2020,Hong Kong,56.0,1.0,1.0
174,02/15/2020,Macau,10.0,0.0,3.0
175,02/15/2020,Mainland China,68347.0,1662.0,9294.0
176,02/15/2020,Others,285.0,0.0,0.0
177,02/15/2020,Taiwan,18.0,0.0,2.0
178,02/15/2020,US,15.0,0.0,3.0
179,02/16/2020,Australia,15.0,0.0,8.0
180,02/16/2020,Canada,7.0,0.0,1.0
181,02/16/2020,Hong Kong,57.0,1.0,2.0
182,02/16/2020,Macau,10.0,0.0,5.0
183,02/16/2020,Mainland China,70446.0,1765.0,10748.0
184,02/16/2020,Others,355.0,0.0,0.0
185,02/16/2020,Taiwan,20.0,1.0,2.0
186,02/16/2020,US,15.0,0.0,3.0
187,02/17/2020,Australia,15.0,0.0,10.0
188,02/17/2020,Canada,8.0,0.0,1.0
189,02/17/2020,Hong Kong,60.0,1.0,2.0
190,02/17/2020,Macau,10.0,0.0,5.0
191,02/17/2020,Mainland China,72364.0,1863.0,12455.0
192,02/17/2020,Others,454.0,0.0,0.0
193,02/17/2020,Taiwan,22.0,1.0,2.0
194,02/17/2020,US,15.0,0.0,3.0
195,02/18/2020,Australia,15.0,0.0,10.0
196,02/18/2020,Canada,8.0,0.0,1.0
197,02/18/2020,Hong Kong,62.0,1.0,2.0
198,02/18/2020,Macau,10.0,0.0,5.0
199,02/18/2020,Mainland China,74139.0,2002.0,14199.0
200,02/18/2020,Others,542.0,0.0,0.0
201,02/18/2020,Taiwan,22.0,1.0,2.0
202,02/18/2020,US,15.0,0.0,3.0
203,02/19/2020,Australia,15.0,0.0,10.0
204,02/19/2020,Canada,8.0,0.0,1.0
205,02/19/2020,Hong Kong,63.0,2.0,5.0
206,02/19/2020,Macau,10.0,0.0,5.0
207,02/19/2020,Mainland China,74546.0,2114.0,15952.0
208,02/19/2020,Others,621.0,0.0,1.0
209,02/19/2020,Taiwan,23.0,1.0,2.0
210,02/19/2020,US,15.0,0.0,3.0
211,02/20/2020,Australia,15.0,0.0,10.0
212,02/20/2020,Canada,8.0,0.0,1.0
213,02/20/2020,Hong Kong,68.0,2.0,6.0
214,02/20/2020,Macau,10.0,0.0,6.0
215,02/20/2020,Mainland China,74999.0,2236.0,18002.0
216,02/20/2020,Others,634.0,2.0,1.0
217,02/20/2020,Taiwan,24.0,1.0,2.0
218,02/20/2020,US,15.0,0.0,3.0
219,02/21/2020,Australia,19.0,0.0,11.0
220,02/21/2020,Canada,9.0,0.0,3.0
221,02/21/2020,Hong Kong,68.0,2.0,5.0
222,02/21/2020,Israel,1.0,0.0,0.0
223,02/21/2020,Lebanon,1.0,0.0,0.0
224,02/21/2020,Macau,10.0,0.0,6.0
225,02/21/2020,Mainland China,75472.0,2236.0,18693.0
226,02/21/2020,Others,634.0,2.0,1.0
227,02/21/2020,Taiwan,26.0,1.0,2.0
228,02/21/2020,US,35.0,0.0,5.0
229,02/22/2020,Australia,22.0,0.0,11.0
230,02/22/2020,Canada,9.0,0.0,3.0
231,02/22/2020,Hong Kong,69.0,2.0,6.0
232,02/22/2020,Israel,1.0,0.0,0.0
233,02/22/2020,Macau,10.0,0.0,6.0
234,02/22/2020,Mainland China,76922.0,2441.0,22687.0
235,02/22/2020,Others,634.0,2.0,1.0
236,02/22/2020,Taiwan,26.0,1.0,2.0
237,02/22/2020,US,35.0,0.0,5.0
238,02/23/2020,Australia,22.0,0.0,11.0
239,02/23/2020,Canada,9.0,0.0,3.0
240,02/23/2020,Hong Kong,74.0,2.0,11.0
241,02/23/2020,Iraq,0.0,0.0,0.0
242,02/23/2020,Israel,1.0,0.0,0.0
243,02/23/2020,Macau,10.0,0.0,6.0
244,02/23/2020,Mainland China,76938.0,2443.0,23170.0
245,02/23/2020,Others,691.0,3.0,0.0
246,02/23/2020,Taiwan,28.0,1.0,2.0
247,02/23/2020,US,35.0,0.0,5.0
248,02/24/2020,Australia,22.0,0.0,11.0
249,02/24/2020,Canada,10.0,0.0,3.0
250,02/24/2020,Hong Kong,79.0,2.0,19.0
251,02/24/2020,Israel,1.0,0.0,0.0
252,02/24/2020,Macau,10.0,0.0,6.0
253,02/24/2020,Mainland China,77152.0,2593.0,24990.0
254,02/24/2020,Others,691.0,3.0,0.0
255,02/24/2020,Taiwan,30.0,1.0,5.0
256,02/24/2020,US,53.0,0.0,5.0
257,02/25/2020,Australia,22.0,0.0,11.0
258,02/25/2020,Austria,2.0,0.0,0.0
259,02/25/2020,Canada,11.0,0.0,3.0
260,02/25/2020,Hong Kong,84.0,2.0,19.0
261,02/25/2020,Israel,1.0,0.0,0.0
262,02/25/2020,Macau,10.0,0.0,7.0
263,02/25/2020,Mainland China,77660.0,2663.0,27650.0
264,02/25/2020,Others,691.0,3.0,0.0
265,02/25/2020,Taiwan,31.0,1.0,5.0
266,02/25/2020,US,53.0,0.0,6.0
267,02/26/2020,Australia,22.0,0.0,11.0
268,02/26/2020,Canada,11.0,0.0,3.0
269,02/26/2020,Hong Kong,91.0,2.0,24.0
270,02/26/2020,Macau,10.0,0.0,7.0
271,02/26/2020,Mainland China,78065.0,2715.0,30053.0
272,02/26/2020,Others,705.0,4.0,10.0
273,02/26/2020,Taiwan,32.0,1.0,5.0
274,02/26/2020,US,59.0,0.0,6.0
275,02/27/2020,Australia,23.0,0.0,11.0
276,02/27/2020,Canada,13.0,0.0,6.0
277,02/27/2020,Hong Kong,92.0,2.0,24.0
278,02/27/2020,Macau,10.0,0.0,8.0
279,02/27/2020,Mainland China,78498.0,2744.0,32898.0
280,02/27/2020,Others,705.0,4.0,10.0
281,02/27/2020,Taiwan,32.0,1.0,5.0
282,02/27/2020,US,60.0,0.0,6.0
283,02/28/2020,Australia,23.0,0.0,11.0
284,02/28/2020,Canada,14.0,0.0,6.0
285,02/28/2020,Hong Kong,94.0,2.0,30.0
286,02/28/2020,Macau,10.0,0.0,8.0
287,02/28/2020,Mainland China,78824.0,2788.0,36291.0
288,02/28/2020,Others,705.0,6.0,10.0
289,02/28/2020,Taiwan,34.0,1.0,6.0
290,02/28/2020,US,62.0,0.0,7.0
291,02/29/2020,Australia,25.0,0.0,11.0
292,02/29/2020,Canada,20.0,0.0,6.0
293,02/29/2020,Hong Kong,95.0,2.0,33.0
294,02/29/2020,Macau,10.0,0.0,8.0
295,02/29/2020,Mainland China,79251.0,2835.0,39279.0
296,02/29/2020,Others,705.0,6.0,10.0
297,02/29/2020,Taiwan,39.0,1.0,9.0
298,02/29/2020,US,70.0,1.0,7.0
299,03/01/2020,Australia,27.0,1.0,11.0
300,03/01/2020,Canada,24.0,0.0,6.0
301,03/01/2020,Hong Kong,96.0,2.0,36.0
302,03/01/2020,Macau,10.0,0.0,8.0
303,03/01/2020,Mainland China,79826.0,2870.0,42118.0
304,03/01/2020,Others,705.0,6.0,10.0
305,03/01/2020,Taiwan,40.0,1.0,9.0
306,03/01/2020,US,76.0,1.0,7.0
307,03/02/2020,Australia,30.0,1.0,11.0
308,03/02/2020,Canada,27.0,0.0,6.0
309,03/02/2020,Hong Kong,100.0,2.0,36.0
310,03/02/2020,Macau,10.0,0.0,8.0
311,03/02/2020,Mainland China,80026.0,2912.0,44810.0
312,03/02/2020,Others,705.0,6.0,10.0
313,03/02/2020,Taiwan,41.0,1.0,12.0
314,03/02/2020,US,101.0,6.0,7.0
315,03/03/2020,Australia,39.0,1.0,11.0
316,03/03/2020,Canada,30.0,0.0,6.0
317,03/03/2020,Hong Kong,100.0,2.0,37.0
318,03/03/2020,Macau,10.0,0.0,9.0
319,03/03/2020,Mainland China,80151.0,2945.0,47404.0
320,03/03/2020,Others,706.0,6.0,10.0
321,03/03/2020,Taiwan,42.0,1.0,12.0
322,03/03/2020,US,122.0,7.0,8.0
323,03/04/2020,Australia,52.0,2.0,11.0
324,03/04/2020,Canada,33.0,0.0,6.0
325,03/04/2020,Hong Kong,105.0,2.0,37.0
326,03/04/2020,Macau,10.0,0.0,9.0
327,03/04/2020,Mainland China,80271.0,2981.0,49955.0
328,03/04/2020,Others,706.0,6.0,10.0
329,03/04/2020,Taiwan,42.0,1.0,12.0
330,03/04/2020,US,153.0,11.0,8.0
331,03/05/2020,Australia,55.0,2.0,21.0
332,03/05/2020,Canada,37.0,0.0,6.0
333,03/05/2020,Hong Kong,105.0,2.0,43.0
334,03/05/2020,Macau,10.0,0.0,9.0
335,03/05/2020,Mainland China,80422.0,3013.0,52240.0
336,03/05/2020,Others,706.0,6.0,10.0
337,03/05/2020,Taiwan,44.0,1.0,12.0
338,03/05/2020,US,221.0,12.0,8.0
339,03/06/2020,Australia,60.0,2.0,21.0
340,03/06/2020,Canada,49.0,0.0,6.0
341,03/06/2020,Hong Kong,107.0,2.0,46.0
342,03/06/2020,Macau,10.0,0.0,10.0
343,03/06/2020,Mainland China,80573.0,3042.0,53888.0
344,03/06/2020,Others,696.0,6.0,40.0
345,03/06/2020,Taiwan,45.0,1.0,12.0
346,03/06/2020,US,278.0,14.0,8.0
347,03/07/2020,Australia,63.0,2.0,21.0
348,03/07/2020,Canada,54.0,0.0,8.0
349,03/07/2020,Hong Kong,108.0,2.0,51.0
350,03/07/2020,Macau,10.0,0.0,10.0
351,03/07/2020,Mainland China,80652.0,3070.0,55478.0
352,03/07/2020,Others,696.0,6.0,40.0
353,03/07/2020,Taiwan,45.0,1.0,12.0
354,03/07/2020,US,417.0,17.0,8.0
355,03/08/2020,Australia,76.0,4.0,21.0
356,03/08/2020,Canada,64.0,0.0,8.0
357,03/08/2020,Hong Kong,114.0,3.0,58.0
358,03/08/2020,Macau,10.0,0.0,10.0
359,03/08/2020,Mainland China,80699.0,3097.0,57320.0
360,03/08/2020,Others,696.0,6.0,40.0
361,03/08/2020,Taiwan,45.0,1.0,13.0
362,03/08/2020,US,537.0,21.0,8.0
363,03/09/2020,Australia,91.0,4.0,21.0
364,03/09/2020,Canada,76.0,1.0,8.0
365,03/09/2020,Hong Kong,115.0,3.0,59.0
366,03/09/2020,Macau,10.0,0.0,10.0
367,03/09/2020,Mainland China,80735.0,3120.0,58735.0
368,03/09/2020,Others,696.0,6.0,40.0
369,03/09/2020,Taiwan,45.0,1.0,15.0
370,03/09/2020,US,605.0,22.0,8.0
371,03/10/2020,Australia,107.0,3.0,21.0
372,03/10/2020,Canada,79.0,1.0,8.0
373,03/10/2020,Hong Kong,120.0,3.0,65.0
374,03/10/2020,Macau,10.0,0.0,10.0
375,03/10/2020,Mainland China,80757.0,3136.0,60106.0
376,03/10/2020,Others,696.0,6.0,40.0
377,03/10/2020,Taiwan,47.0,1.0,17.0
378,03/10/2020,US,959.0,28.0,8.0
379,03/11/2020,Australia,128.0,3.0,21.0
380,03/11/2020,Canada,108.0,1.0,8.0
381,03/11/2020,Denmark,444.0,0.0,1.0
382,03/11/2020,France,2284.0,48.0,12.0
383,03/11/2020,Hong Kong,126.0,3.0,65.0
384,03/11/2020,Macau,10.0,0.0,10.0
385,03/11/2020,Mainland China,80785.0,3158.0,61569.0
386,03/11/2020,Others,696.0,7.0,325.0
387,03/11/2020,UK,459.0,8.0,19.0
388,03/11/2020,US,1281.0,36.0,8.0
389,03/12/2020,Australia,128.0,3.0,21.0
390,03/12/2020,Canada,117.0,1.0,8.0
391,03/12/2020,Denmark,617.0,0.0,1.0
392,03/12/2020,France,2284.0,48.0,12.0
393,03/12/2020,Hong Kong,129.0,3.0,67.0
394,03/12/2020,Macau,10.0,0.0,10.0
395,03/12/2020,Mainland China,80793.0,3169.0,62824.0
396,03/12/2020,Others,696.0,7.0,325.0
397,03/12/2020,UK,459.0,8.0,19.0
398,03/12/2020,US,1663.0,40.0,12.0
399,03/13/2020,Australia,200.0,3.0,23.0
400,03/13/2020,Canada,193.0,1.0,8.0
401,03/13/2020,Denmark,804.0,0.0,1.0
402,03/13/2020,France,3667.0,79.0,12.0
403,03/13/2020,Hong Kong,134.0,4.0,77.0
404,03/13/2020,Macau,10.0,0.0,10.0
405,03/13/2020,Mainland China,80801.0,3176.0,64109.0
406,03/13/2020,Others,696.0,7.0,325.0
407,03/13/2020,UK,801.0,8.0,19.0
408,03/13/2020,US,2179.0,47.0,12.0
409,03/14/2020,Australia,250.0,3.0,23.0
410,03/14/2020,Canada,196.0,1.0,8.0
411,03/14/2020,Denmark,836.0,1.0,1.0
412,03/14/2020,France,4480.0,91.0,12.0
413,03/14/2020,Hong Kong,140.0,4.0,78.0
414,03/14/2020,Macau,10.0,0.0,10.0
415,03/14/2020,Mainland China,80827.0,3189.0,65572.0
416,03/14/2020,Others,696.0,7.0,325.0
417,03/14/2020,UK,1143.0,21.0,19.0
418,03/14/2020,US,2726.0,54.0,12.0
419,03/15/2020,Australia,297.0,3.0,23.0
420,03/15/2020,Canada,250.0,1.0,8.0
421,03/15/2020,Denmark,875.0,2.0,1.0
422,03/15/2020,France,4513.0,91.0,12.0
423,03/15/2020,Hong Kong,145.0,4.0,81.0
424,03/15/2020,Macau,10.0,0.0,10.0
425,03/15/2020,Mainland China,80848.0,3199.0,66926.0
426,03/15/2020,Others,696.0,7.0,325.0
427,03/15/2020,UK,1144.0,21.0,19.0
428,03/15/2020,US,3499.0,63.0,12.0
