index,ObservationDate,Country/Region,Confirmed,Deaths,Recovered
4952,03/12/2020,Japan,639.0,16.0,118.0
4955,03/12/2020,Sweden,599.0,1.0,1.0
4958,03/12/2020,Netherlands,503.0,5.0,0.0
4966,03/12/2020,Belgium,314.0,3.0,1.0
4967,03/12/2020,Austria,302.0,1.0,4.0
4969,03/12/2020,Qatar,262.0,0.0,0.0
4973,03/12/2020,Bahrain,195.0,0.0,35.0
4974,03/12/2020,Singapore,178.0,0.0,96.0
4977,03/12/2020,Malaysia,149.0,0.0,26.0
4981,03/12/2020,Israel,131.0,0.0,4.0
4986,03/12/2020,Iceland,103.0,0.0,1.0
4987,03/12/2020,Greece,99.0,1.0,0.0
4988,03/12/2020,Czech Republic,94.0,0.0,0.0
4990,03/12/2020,Slovenia,89.0,0.0,0.0
4991,03/12/2020,United Arab Emirates,85.0,0.0,17.0
4992,03/12/2020,Kuwait,80.0,0.0,5.0
4996,03/12/2020,India,73.0,1.0,4.0
4997,03/12/2020,Iraq,71.0,8.0,15.0
4998,03/12/2020,Thailand,70.0,1.0,34.0
4999,03/12/2020,San Marino,69.0,3.0,0.0
5000,03/12/2020,Egypt,67.0,1.0,27.0
5002,03/12/2020,Lebanon,61.0,3.0,1.0
5003,03/12/2020,Finland,59.0,0.0,1.0
5004,03/12/2020,Portugal,59.0,0.0,0.0
5005,03/12/2020,Brazil,52.0,0.0,0.0
5006,03/12/2020,Philippines,52.0,2.0,2.0
5007,03/12/2020,Poland,49.0,1.0,0.0
5008,03/12/2020,Romania,49.0,0.0,6.0
5009,03/12/2020,Taiwan,49.0,1.0,20.0
5012,03/12/2020,Saudi Arabia,45.0,0.0,1.0
5014,03/12/2020,Ireland,43.0,1.0,0.0
5016,03/12/2020,Vietnam,39.0,0.0,16.0
5018,03/12/2020,Indonesia,34.0,1.0,2.0
5022,03/12/2020,Russia,28.0,0.0,3.0
5024,03/12/2020,Algeria,24.0,1.0,8.0
5025,03/12/2020,Georgia,24.0,0.0,0.0
5027,03/12/2020,Albania,23.0,1.0,0.0
5028,03/12/2020,Chile,23.0,0.0,0.0
5029,03/12/2020,Costa Rica,22.0,0.0,0.0
5034,03/12/2020,Pakistan,20.0,0.0,2.0
5035,03/12/2020,Argentina,19.0,1.0,0.0
5037,03/12/2020,Croatia,19.0,0.0,0.0
5038,03/12/2020,Luxembourg,19.0,0.0,0.0
5039,03/12/2020,Serbia,19.0,0.0,0.0
5042,03/12/2020,Oman,18.0,0.0,9.0
5044,03/12/2020,Ecuador,17.0,0.0,0.0
5045,03/12/2020,South Africa,17.0,0.0,0.0
5047,03/12/2020,Estonia,16.0,0.0,0.0
5048,03/12/2020,Slovakia,16.0,0.0,0.0
5050,03/12/2020,Peru,15.0,0.0,0.0
5053,03/12/2020,Hungary,13.0,0.0,0.0
5055,03/12/2020,Belarus,12.0,0.0,3.0
5056,03/12/2020,Mexico,12.0,0.0,4.0
5059,03/12/2020,Azerbaijan,11.0,0.0,3.0
5060,03/12/2020,Bosnia and Herzegovina,11.0,0.0,0.0
5061,03/12/2020,Brunei,11.0,0.0,0.0
5062,03/12/2020,Panama,11.0,1.0,0.0
5064,03/12/2020,Latvia,10.0,0.0,1.0
5071,03/12/2020,Colombia,9.0,0.0,0.0
5074,03/12/2020,Maldives,8.0,0.0,0.0
5077,03/12/2020,Afghanistan,7.0,0.0,0.0
5078,03/12/2020,Bulgaria,7.0,1.0,0.0
5079,03/12/2020,North Macedonia,7.0,0.0,0.0
5080,03/12/2020,Tunisia,7.0,0.0,0.0
5081,03/12/2020,Cyprus,6.0,0.0,0.0
5082,03/12/2020,Malta,6.0,0.0,0.0
5083,03/12/2020,Morocco,6.0,1.0,0.0
5086,03/12/2020,Dominican Republic,5.0,0.0,0.0
5087,03/12/2020,French Guiana,5.0,0.0,0.0
5088,03/12/2020,New Zealand,5.0,0.0,0.0
5089,03/12/2020,Paraguay,5.0,0.0,0.0
5095,03/12/2020,Armenia,4.0,0.0,0.0
5096,03/12/2020,Senegal,4.0,0.0,1.0
5098,03/12/2020,Bangladesh,3.0,0.0,0.0
5099,03/12/2020,Cambodia,3.0,0.0,1.0
5100,03/12/2020,Cuba,3.0,0.0,0.0
5101,03/12/2020,Lithuania,3.0,0.0,0.0
5102,03/12/2020,Martinique,3.0,0.0,0.0
5103,03/12/2020,Moldova,3.0,0.0,0.0
5104,03/12/2020,Bolivia,2.0,0.0,0.0
5105,03/12/2020,Burkina Faso,2.0,0.0,0.0
5106,03/12/2020,Cameroon,2.0,0.0,0.0
5109,03/12/2020,Honduras,2.0,0.0,0.0
5110,03/12/2020,Jamaica,2.0,0.0,0.0
5111,03/12/2020,Monaco,2.0,0.0,0.0
5112,03/12/2020,Nigeria,2.0,0.0,0.0
5113,03/12/2020,Sri Lanka,2.0,0.0,1.0
5119,03/12/2020,Andorra,1.0,0.0,1.0
5121,03/12/2020,Bhutan,1.0,0.0,0.0
5124,03/12/2020,Congo (Kinshasa),1.0,0.0,0.0
5125,03/12/2020,Ivory Coast,1.0,0.0,0.0
5127,03/12/2020,Guyana,1.0,1.0,0.0
5128,03/12/2020,Holy See,1.0,0.0,0.0
5129,03/12/2020,Jordan,1.0,0.0,0.0
5130,03/12/2020,Liechtenstein,1.0,0.0,0.0
5131,03/12/2020,Mongolia,1.0,0.0,0.0
5132,03/12/2020,Nepal,1.0,0.0,1.0
5133,03/12/2020,Reunion,1.0,0.0,0.0
5134,03/12/2020,Togo,1.0,0.0,0.0
5135,03/12/2020,Turkey,1.0,0.0,0.0
5143,03/12/2020,Ukraine,1.0,0.0,0.0
5152,03/12/2020,occupied Palestinian territory,0.0,0.0,0.0
5186,03/13/2020,Panama,27.0,1.0,0.0
5188,03/13/2020,Croatia,32.0,0.0,1.0
5189,03/13/2020,Burkina Faso,2.0,0.0,0.0
5190,03/13/2020,Albania,33.0,1.0,0.0
5197,03/13/2020,Philippines,64.0,5.0,2.0
5198,03/13/2020,Nepal,1.0,0.0,1.0
5199,03/13/2020,Sri Lanka,6.0,0.0,1.0
5200,03/13/2020,United Arab Emirates,85.0,0.0,17.0
5201,03/13/2020,Thailand,75.0,1.0,35.0
5202,03/13/2020,Cambodia,5.0,0.0,1.0
5203,03/13/2020,San Marino,80.0,5.0,0.0
5206,03/13/2020,Germany,3675.0,7.0,46.0
5207,03/13/2020,Congo (Kinshasa),2.0,0.0,0.0
5208,03/13/2020,Honduras,2.0,0.0,0.0
5210,03/13/2020,Algeria,26.0,2.0,8.0
5211,03/13/2020,Reunion,5.0,0.0,0.0
5212,03/13/2020,Oman,19.0,0.0,9.0
5215,03/13/2020,Italy,17660.0,1266.0,1439.0
5216,03/13/2020,Iraq,101.0,9.0,24.0
5217,03/13/2020,Lebanon,77.0,3.0,1.0
5219,03/13/2020,Ukraine,3.0,1.0,0.0
5220,03/13/2020,Austria,504.0,1.0,6.0
5221,03/13/2020,Switzerland,1139.0,11.0,4.0
5222,03/13/2020,Ireland,90.0,1.0,0.0
5223,03/13/2020,Georgia,25.0,0.0,0.0
5224,03/13/2020,Bangladesh,3.0,0.0,0.0
5225,03/13/2020,Kuwait,80.0,0.0,5.0
5226,03/13/2020,North Macedonia,14.0,0.0,1.0
5227,03/13/2020,Brazil,151.0,0.0,0.0
5228,03/13/2020,Greece,190.0,1.0,0.0
5229,03/13/2020,Sweden,814.0,1.0,1.0
5230,03/13/2020,Pakistan,28.0,0.0,2.0
5231,03/13/2020,Norway,996.0,0.0,1.0
5233,03/13/2020,Turkey,5.0,0.0,0.0
5234,03/13/2020,Bahrain,189.0,0.0,44.0
5235,03/13/2020,Iceland,134.0,0.0,1.0
5236,03/13/2020,Ecuador,17.0,0.0,0.0
5237,03/13/2020,Estonia,79.0,0.0,0.0
5240,03/13/2020,Netherlands,804.0,10.0,0.0
5241,03/13/2020,Cuba,4.0,0.0,0.0
5243,03/13/2020,Nigeria,2.0,0.0,0.0
5244,03/13/2020,Lithuania,6.0,0.0,0.0
5245,03/13/2020,New Zealand,5.0,0.0,0.0
5246,03/13/2020,Belarus,27.0,0.0,3.0
5247,03/13/2020,Azerbaijan,15.0,1.0,3.0
5248,03/13/2020,Armenia,8.0,0.0,0.0
5249,03/13/2020,Kazakhstan,4.0,0.0,0.0
5250,03/13/2020,Iran,11364.0,514.0,2959.0
5251,03/13/2020,Israel,161.0,0.0,4.0
5254,03/13/2020,Cayman Islands,1.0,0.0,0.0
5255,03/13/2020,Japan,701.0,19.0,118.0
5256,03/13/2020,Czech Republic,141.0,0.0,0.0
5257,03/13/2020,Qatar,320.0,0.0,0.0
5258,03/13/2020,Singapore,200.0,0.0,97.0
5259,03/13/2020,Guadeloupe,1.0,0.0,0.0
5260,03/13/2020,Dominican Republic,5.0,0.0,0.0
5261,03/13/2020,Egypt,80.0,2.0,27.0
5262,03/13/2020,Bolivia,3.0,0.0,0.0
5265,03/13/2020,Indonesia,69.0,4.0,2.0
5266,03/13/2020,South Korea,7979.0,66.0,510.0
5267,03/13/2020,Latvia,17.0,0.0,1.0
5268,03/13/2020,Senegal,10.0,0.0,1.0
5269,03/13/2020,Ethiopia,1.0,0.0,0.0
5270,03/13/2020,Sudan,1.0,1.0,0.0
5271,03/13/2020,Portugal,112.0,0.0,1.0
5272,03/13/2020,Andorra,1.0,0.0,0.0
5273,03/13/2020,Guinea,1.0,0.0,0.0
5274,03/13/2020,Antigua and Barbuda,1.0,0.0,0.0
5275,03/13/2020,Belgium,559.0,3.0,1.0
5276,03/13/2020,Russia,45.0,0.0,3.0
5277,03/13/2020,India,82.0,2.0,4.0
5278,03/13/2020,Morocco,7.0,1.0,1.0
5279,03/13/2020,Aruba,2.0,0.0,0.0
5281,03/13/2020,Argentina,31.0,2.0,0.0
5282,03/13/2020,Chile,43.0,0.0,0.0
5283,03/13/2020,Jordan,1.0,0.0,1.0
5284,03/13/2020,Kenya,1.0,0.0,0.0
5287,03/13/2020,Poland,68.0,2.0,0.0
5290,03/13/2020,Hungary,19.0,0.0,0.0
5293,03/13/2020,Slovenia,141.0,0.0,0.0
5294,03/13/2020,Finland,155.0,0.0,1.0
5295,03/13/2020,South Africa,24.0,0.0,0.0
5296,03/13/2020,Bosnia and Herzegovina,13.0,0.0,0.0
5297,03/13/2020,Saudi Arabia,86.0,0.0,1.0
5298,03/13/2020,Ivory Coast,1.0,0.0,0.0
5299,03/13/2020,Luxembourg,34.0,0.0,0.0
5300,03/13/2020,Costa Rica,23.0,0.0,0.0
5302,03/13/2020,Bhutan,1.0,0.0,0.0
5303,03/13/2020,Spain,5232.0,133.0,193.0
5304,03/13/2020,Malaysia,197.0,0.0,26.0
5305,03/13/2020,Holy See,1.0,0.0,0.0
5306,03/13/2020,Serbia,35.0,0.0,0.0
5307,03/13/2020,Cameroon,2.0,0.0,0.0
5308,03/13/2020,Slovakia,32.0,0.0,0.0
5309,03/13/2020,Togo,1.0,0.0,0.0
5310,03/13/2020,Peru,28.0,0.0,0.0
5311,03/13/2020,Romania,89.0,0.0,7.0
5312,03/13/2020,Mexico,12.0,0.0,4.0
5313,03/13/2020,Colombia,13.0,0.0,0.0
5315,03/13/2020,Brunei,37.0,0.0,0.0
5316,03/13/2020,Martinique,3.0,0.0,0.0
5317,03/13/2020,French Guiana,5.0,0.0,0.0
5318,03/13/2020,Malta,12.0,0.0,1.0
5319,03/13/2020,Paraguay,6.0,0.0,0.0
5320,03/13/2020,Moldova,6.0,0.0,0.0
5321,03/13/2020,Maldives,9.0,0.0,0.0
5322,03/13/2020,Bulgaria,23.0,1.0,0.0
5323,03/13/2020,Tunisia,16.0,0.0,0.0
5324,03/13/2020,Cyprus,14.0,0.0,0.0
5375,03/13/2020,Vietnam,47.0,0.0,16.0
5376,03/13/2020,Mongolia,1.0,0.0,0.0
5377,03/13/2020,Jamaica,8.0,0.0,0.0
5378,03/13/2020,Afghanistan,7.0,0.0,0.0
5379,03/13/2020,Monaco,2.0,0.0,0.0
5380,03/13/2020,Liechtenstein,1.0,0.0,0.0
5381,03/13/2020,Guyana,1.0,1.0,0.0
5382,03/13/2020,Taiwan,50.0,1.0,20.0
5384,03/14/2020,Italy,21157.0,1441.0,1966.0
5385,03/14/2020,Iran,12729.0,611.0,2959.0
5386,03/14/2020,South Korea,8086.0,72.0,510.0
5387,03/14/2020,Spain,6391.0,195.0,517.0
5388,03/14/2020,Germany,4585.0,9.0,46.0
5390,03/14/2020,Switzerland,1359.0,13.0,4.0
5395,03/14/2020,Norway,1090.0,3.0,1.0
5398,03/14/2020,Sweden,961.0,2.0,1.0
5399,03/14/2020,Netherlands,959.0,12.0,2.0
5402,03/14/2020,Japan,773.0,22.0,118.0
5405,03/14/2020,Belgium,689.0,4.0,1.0
5406,03/14/2020,Austria,655.0,1.0,6.0
5416,03/14/2020,Qatar,337.0,0.0,4.0
5421,03/14/2020,Malaysia,238.0,0.0,35.0
5422,03/14/2020,Greece,228.0,3.0,8.0
5423,03/14/2020,Finland,225.0,0.0,1.0
5424,03/14/2020,Singapore,212.0,0.0,105.0
5425,03/14/2020,Bahrain,210.0,0.0,44.0
5426,03/14/2020,Israel,193.0,0.0,4.0
5427,03/14/2020,Czech Republic,189.0,0.0,0.0
5428,03/14/2020,Slovenia,181.0,1.0,0.0
5430,03/14/2020,Portugal,169.0,0.0,2.0
5432,03/14/2020,Iceland,156.0,0.0,1.0
5433,03/14/2020,Brazil,151.0,0.0,0.0
5440,03/14/2020,Ireland,129.0,2.0,0.0
5442,03/14/2020,Romania,123.0,0.0,9.0
5443,03/14/2020,Estonia,115.0,0.0,0.0
5445,03/14/2020,Philippines,111.0,8.0,2.0
5446,03/14/2020,Iraq,110.0,10.0,26.0
5447,03/14/2020,Egypt,109.0,2.0,27.0
5448,03/14/2020,Kuwait,104.0,0.0,5.0
5449,03/14/2020,Poland,103.0,3.0,0.0
5450,03/14/2020,Saudi Arabia,103.0,0.0,1.0
5451,03/14/2020,India,102.0,2.0,4.0
5453,03/14/2020,Indonesia,96.0,5.0,8.0
5455,03/14/2020,Lebanon,93.0,3.0,1.0
5456,03/14/2020,United Arab Emirates,85.0,0.0,17.0
5457,03/14/2020,Thailand,82.0,1.0,35.0
5458,03/14/2020,San Marino,80.0,5.0,4.0
5469,03/14/2020,Chile,61.0,0.0,0.0
5470,03/14/2020,Russia,59.0,0.0,8.0
5472,03/14/2020,Taiwan,53.0,1.0,20.0
5473,03/14/2020,Vietnam,53.0,0.0,16.0
5474,03/14/2020,Luxembourg,51.0,1.0,0.0
5478,03/14/2020,Serbia,46.0,0.0,0.0
5480,03/14/2020,Slovakia,44.0,0.0,0.0
5481,03/14/2020,Bulgaria,41.0,2.0,0.0
5483,03/14/2020,Brunei,40.0,0.0,0.0
5484,03/14/2020,Albania,38.0,1.0,0.0
5485,03/14/2020,Croatia,38.0,0.0,1.0
5486,03/14/2020,Peru,38.0,0.0,0.0
5487,03/14/2020,South Africa,38.0,0.0,0.0
5488,03/14/2020,Algeria,37.0,3.0,12.0
5489,03/14/2020,Panama,36.0,1.0,0.0
5490,03/14/2020,Argentina,34.0,2.0,1.0
5493,03/14/2020,Pakistan,31.0,0.0,2.0
5494,03/14/2020,Georgia,30.0,0.0,0.0
5495,03/14/2020,Hungary,30.0,0.0,1.0
5497,03/14/2020,Ecuador,28.0,2.0,0.0
5498,03/14/2020,Belarus,27.0,0.0,3.0
5500,03/14/2020,Costa Rica,26.0,0.0,0.0
5501,03/14/2020,Cyprus,26.0,0.0,0.0
5502,03/14/2020,Latvia,26.0,0.0,1.0
5503,03/14/2020,Mexico,26.0,0.0,4.0
5508,03/14/2020,Colombia,22.0,0.0,0.0
5515,03/14/2020,Oman,19.0,0.0,9.0
5517,03/14/2020,Armenia,18.0,0.0,0.0
5518,03/14/2020,Bosnia and Herzegovina,18.0,0.0,0.0
5520,03/14/2020,Malta,18.0,0.0,1.0
5521,03/14/2020,Tunisia,18.0,0.0,0.0
5524,03/14/2020,Morocco,17.0,1.0,1.0
5527,03/14/2020,Azerbaijan,15.0,1.0,3.0
5528,03/14/2020,North Macedonia,14.0,0.0,1.0
5531,03/14/2020,Moldova,12.0,0.0,0.0
5534,03/14/2020,Afghanistan,11.0,0.0,0.0
5535,03/14/2020,Dominican Republic,11.0,0.0,0.0
5536,03/14/2020,Bolivia,10.0,0.0,0.0
5538,03/14/2020,Maldives,10.0,0.0,0.0
5539,03/14/2020,Senegal,10.0,0.0,1.0
5540,03/14/2020,Sri Lanka,10.0,0.0,1.0
5545,03/14/2020,Martinique,9.0,0.0,0.0
5547,03/14/2020,Jamaica,8.0,0.0,0.0
5548,03/14/2020,Lithuania,8.0,0.0,0.0
5550,03/14/2020,Cambodia,7.0,0.0,1.0
5552,03/14/2020,Kazakhstan,6.0,0.0,0.0
5553,03/14/2020,New Zealand,6.0,0.0,0.0
5554,03/14/2020,Paraguay,6.0,0.0,0.0
5555,03/14/2020,Reunion,6.0,0.0,0.0
5561,03/14/2020,French Guiana,5.0,0.0,0.0
5562,03/14/2020,Turkey,5.0,0.0,0.0
5566,03/14/2020,Cuba,4.0,0.0,0.0
5567,03/14/2020,Liechtenstein,4.0,0.0,0.0
5571,03/14/2020,Uruguay,4.0,0.0,0.0
5572,03/14/2020,Bangladesh,3.0,0.0,0.0
5574,03/14/2020,Ghana,3.0,0.0,0.0
5577,03/14/2020,Ukraine,3.0,1.0,0.0
5578,03/14/2020,Aruba,2.0,0.0,0.0
5579,03/14/2020,Burkina Faso,2.0,0.0,0.0
5580,03/14/2020,Cameroon,2.0,0.0,0.0
5582,03/14/2020,Congo (Kinshasa),2.0,0.0,0.0
5584,03/14/2020,Honduras,2.0,0.0,0.0
5585,03/14/2020,Jersey,2.0,0.0,0.0
5586,03/14/2020,Monaco,2.0,0.0,0.0
5587,03/14/2020,Namibia,2.0,0.0,0.0
5588,03/14/2020,Nigeria,2.0,0.0,0.0
5589,03/14/2020,Seychelles,2.0,0.0,0.0
5590,03/14/2020,Trinidad and Tobago,2.0,0.0,0.0
5594,03/14/2020,Venezuela,2.0,0.0,0.0
5595,03/14/2020,Andorra,1.0,0.0,1.0
5596,03/14/2020,Antigua and Barbuda,1.0,0.0,0.0
5599,03/14/2020,Bhutan,1.0,0.0,0.0
5601,03/14/2020,Cayman Islands,1.0,0.0,0.0
5603,03/14/2020,Ivory Coast,1.0,0.0,0.0
5604,03/14/2020,Curacao,1.0,0.0,0.0
5605,03/14/2020,Eswatini,1.0,0.0,0.0
5606,03/14/2020,Ethiopia,1.0,0.0,0.0
5608,03/14/2020,Gabon,1.0,0.0,0.0
5609,03/14/2020,Guadeloupe,1.0,0.0,0.0
5610,03/14/2020,Guatemala,1.0,0.0,0.0
5611,03/14/2020,Guernsey,1.0,0.0,0.0
5612,03/14/2020,Guinea,1.0,0.0,0.0
5613,03/14/2020,Guyana,1.0,1.0,0.0
5614,03/14/2020,Holy See,1.0,0.0,0.0
5615,03/14/2020,Jordan,1.0,0.0,1.0
5616,03/14/2020,Kenya,1.0,0.0,0.0
5617,03/14/2020,Mauritania,1.0,0.0,0.0
5618,03/14/2020,Mongolia,1.0,0.0,0.0
5619,03/14/2020,Nepal,1.0,0.0,1.0
5620,03/14/2020,Rwanda,1.0,0.0,0.0
5621,03/14/2020,Saint Lucia,1.0,0.0,0.0
5622,03/14/2020,Saint Vincent and the Grenadines,1.0,0.0,0.0
5623,03/14/2020,Sudan,1.0,1.0,0.0
5624,03/14/2020,Suriname,1.0,0.0,0.0
5625,03/14/2020,Togo,1.0,0.0,0.0
5631,03/14/2020,occupied Palestinian territory,0.0,0.0,0.0
5633,03/15/2020,Italy,24747.0,1809.0,2335.0
5634,03/15/2020,Iran,13938.0,724.0,4590.0
5635,03/15/2020,South Korea,8162.0,75.0,510.0
5636,03/15/2020,Spain,7798.0,289.0,517.0
5637,03/15/2020,Germany,5795.0,11.0,46.0
5639,03/15/2020,Switzerland,2200.0,14.0,4.0
5643,03/15/2020,Norway,1221.0,3.0,1.0
5645,03/15/2020,Netherlands,1135.0,20.0,2.0
5646,03/15/2020,Sweden,1022.0,3.0,1.0
5650,03/15/2020,Belgium,886.0,4.0,1.0
5652,03/15/2020,Austria,860.0,1.0,6.0
5653,03/15/2020,Japan,839.0,22.0,118.0
5663,03/15/2020,Malaysia,428.0,0.0,42.0
5666,03/15/2020,Qatar,401.0,0.0,4.0
5671,03/15/2020,Portugal,245.0,0.0,2.0
5672,03/15/2020,Finland,244.0,0.0,10.0
5673,03/15/2020,Czech Republic,253.0,0.0,0.0
5674,03/15/2020,Greece,331.0,4.0,8.0
5675,03/15/2020,Singapore,226.0,0.0,105.0
5676,03/15/2020,Slovenia,219.0,1.0,0.0
5677,03/15/2020,Bahrain,214.0,0.0,60.0
5678,03/15/2020,Israel,251.0,0.0,4.0
5681,03/15/2020,Brazil,162.0,0.0,0.0
5682,03/15/2020,Iceland,171.0,5.0,8.0
5685,03/15/2020,Philippines,140.0,11.0,2.0
5688,03/15/2020,Estonia,171.0,0.0,1.0
5692,03/15/2020,Romania,131.0,0.0,9.0
5693,03/15/2020,Ireland,129.0,2.0,0.0
5695,03/15/2020,Poland,119.0,3.0,0.0
5696,03/15/2020,Indonesia,117.0,5.0,8.0
5698,03/15/2020,Thailand,114.0,1.0,35.0
5699,03/15/2020,India,113.0,2.0,13.0
5700,03/15/2020,Kuwait,112.0,0.0,5.0
5701,03/15/2020,Egypt,110.0,2.0,21.0
5702,03/15/2020,Iraq,116.0,10.0,26.0
5703,03/15/2020,Lebanon,110.0,3.0,1.0
5705,03/15/2020,Saudi Arabia,103.0,0.0,1.0
5709,03/15/2020,San Marino,101.0,5.0,4.0
5711,03/15/2020,United Arab Emirates,98.0,0.0,23.0
5718,03/15/2020,Russia,63.0,0.0,8.0
5721,03/15/2020,Chile,74.0,0.0,0.0
5722,03/15/2020,Luxembourg,59.0,1.0,0.0
5723,03/15/2020,Taiwan,59.0,1.0,20.0
5725,03/15/2020,Vietnam,56.0,0.0,16.0
5726,03/15/2020,Slovakia,54.0,0.0,0.0
5727,03/15/2020,Pakistan,53.0,0.0,2.0
5728,03/15/2020,South Africa,51.0,0.0,0.0
5729,03/15/2020,Brunei,50.0,0.0,0.0
5730,03/15/2020,Croatia,49.0,0.0,1.0
5731,03/15/2020,Algeria,48.0,4.0,12.0
5733,03/15/2020,Serbia,48.0,0.0,0.0
5735,03/15/2020,Argentina,45.0,2.0,1.0
5737,03/15/2020,Bulgaria,51.0,2.0,0.0
5738,03/15/2020,Panama,43.0,1.0,0.0
5739,03/15/2020,Peru,43.0,0.0,0.0
5740,03/15/2020,Albania,42.0,1.0,0.0
5741,03/15/2020,Mexico,41.0,0.0,4.0
5745,03/15/2020,Colombia,34.0,0.0,0.0
5747,03/15/2020,Hungary,32.0,1.0,1.0
5751,03/15/2020,Georgia,33.0,0.0,0.0
5752,03/15/2020,Latvia,30.0,0.0,1.0
5754,03/15/2020,Ecuador,28.0,2.0,0.0
5755,03/15/2020,Morocco,28.0,1.0,1.0
5757,03/15/2020,Belarus,27.0,0.0,3.0
5758,03/15/2020,Costa Rica,27.0,0.0,0.0
5759,03/15/2020,Cyprus,26.0,0.0,0.0
5763,03/15/2020,Armenia,26.0,0.0,0.0
5764,03/15/2020,Bosnia and Herzegovina,24.0,0.0,0.0
5765,03/15/2020,Malta,21.0,0.0,1.0
5769,03/15/2020,Oman,22.0,0.0,9.0
5774,03/15/2020,Tunisia,18.0,0.0,0.0
5779,03/15/2020,Afghanistan,16.0,0.0,0.0
5782,03/15/2020,Azerbaijan,23.0,1.0,6.0
5783,03/15/2020,North Macedonia,14.0,0.0,1.0
5784,03/15/2020,Maldives,13.0,0.0,0.0
5786,03/15/2020,Lithuania,12.0,0.0,1.0
5787,03/15/2020,Moldova,23.0,0.0,0.0
5791,03/15/2020,Dominican Republic,11.0,0.0,0.0
5792,03/15/2020,Sri Lanka,18.0,0.0,1.0
5793,03/15/2020,Bolivia,10.0,0.0,0.0
5795,03/15/2020,Senegal,24.0,0.0,1.0
5796,03/15/2020,Martinique,9.0,0.0,0.0
5798,03/15/2020,Jamaica,10.0,0.0,0.0
5799,03/15/2020,Kazakhstan,9.0,0.0,0.0
5800,03/15/2020,New Zealand,8.0,0.0,0.0
5802,03/15/2020,Venezuela,10.0,0.0,0.0
5803,03/15/2020,Cambodia,7.0,0.0,1.0
5804,03/15/2020,Jordan,8.0,0.0,1.0
5805,03/15/2020,Reunion,7.0,0.0,0.0
5809,03/15/2020,Ghana,6.0,0.0,0.0
5810,03/15/2020,Paraguay,6.0,0.0,0.0
5811,03/15/2020,Turkey,6.0,0.0,0.0
5816,03/15/2020,Bangladesh,5.0,0.0,0.0
5822,03/15/2020,Cuba,4.0,0.0,0.0
5823,03/15/2020,Guyana,4.0,1.0,0.0
5824,03/15/2020,Liechtenstein,4.0,0.0,0.0
5826,03/15/2020,Uruguay,4.0,0.0,0.0
5828,03/15/2020,Honduras,3.0,0.0,0.0
5832,03/15/2020,Ukraine,3.0,1.0,0.0
5834,03/15/2020,Aruba,2.0,0.0,0.0
5835,03/15/2020,Burkina Faso,3.0,0.0,0.0
5836,03/15/2020,Cameroon,2.0,0.0,0.0
5839,03/15/2020,Congo (Kinshasa),2.0,0.0,0.0
5841,03/15/2020,Jersey,2.0,0.0,0.0
5842,03/15/2020,Kosovo,2.0,0.0,0.0
5843,03/15/2020,Monaco,2.0,0.0,0.0
5844,03/15/2020,Namibia,2.0,0.0,0.0
5845,03/15/2020,Nigeria,2.0,0.0,0.0
5846,03/15/2020,Seychelles,2.0,0.0,0.0
5847,03/15/2020,Trinidad and Tobago,2.0,0.0,0.0
5848,03/15/2020,Andorra,1.0,0.0,1.0
5849,03/15/2020,Antigua and Barbuda,1.0,0.0,0.0
5852,03/15/2020,Bhutan,1.0,0.0,0.0
5855,03/15/2020,Cayman Islands,1.0,0.0,0.0
5856,03/15/2020,Central African Republic,1.0,0.0,0.0
5858,03/15/2020,Congo (Brazzaville),1.0,0.0,0.0
5859,03/15/2020,Ivory Coast,1.0,0.0,0.0
5860,03/15/2020,Curacao,1.0,0.0,0.0
5861,03/15/2020,Equatorial Guinea,1.0,0.0,0.0
5862,03/15/2020,Eswatini,1.0,0.0,0.0
5863,03/15/2020,Ethiopia,1.0,0.0,0.0
5866,03/15/2020,Gabon,1.0,0.0,0.0
5867,03/15/2020,Guadeloupe,3.0,0.0,0.0
5868,03/15/2020,Guatemala,1.0,0.0,0.0
5869,03/15/2020,Guernsey,1.0,0.0,0.0
5870,03/15/2020,Guinea,1.0,0.0,0.0
5871,03/15/2020,Holy See,1.0,0.0,0.0
5872,03/15/2020,Kenya,3.0,0.0,0.0
5873,03/15/2020,Mauritania,1.0,0.0,0.0
5874,03/15/2020,Mongolia,1.0,0.0,0.0
5875,03/15/2020,Nepal,1.0,0.0,1.0
5876,03/15/2020,Rwanda,1.0,0.0,0.0
5877,03/15/2020,Saint Lucia,2.0,0.0,0.0
5878,03/15/2020,Saint Vincent and the Grenadines,1.0,0.0,0.0
5879,03/15/2020,Sudan,1.0,1.0,0.0
5880,03/15/2020,Suriname,1.0,0.0,0.0
5881,03/15/2020,Togo,1.0,0.0,0.0
5886,03/15/2020,Uzbekistan,1.0,0.0,0.0
5889,03/15/2020,occupied Palestinian territory,0.0,0.0,0.0
0,01/22/2020,Hong Kong,0.0,0.0,0.0
1,01/22/2020,Macau,1.0,0.0,0.0
2,01/22/2020,Mainland China,547.0,17.0,28.0
3,01/22/2020,Taiwan,1.0,0.0,0.0
4,01/22/2020,US,1.0,0.0,0.0
5,01/23/2020,Hong Kong,2.0,0.0,0.0
6,01/23/2020,Macau,2.0,0.0,0.0
7,01/23/2020,Mainland China,639.0,18.0,30.0
8,01/23/2020,Taiwan,1.0,0.0,0.0
